sample_id,time,anomaly,anomaly_type,data_mode,description,volume,flow,paw,source_file,X,Y_flow,Y_paw
Double Trigger,3.055667649291759,1,Double Trigger,flow,Double Trigger,,43.75456795944831,74.38052575739712,double_trigger_img2.csv,,,
Double Trigger,3.0756393332740584,1,Double Trigger,flow,Double Trigger,,43.84062242131322,74.34610397265116,double_trigger_img2.csv,,,
Double Trigger,3.095611017256357,1,Double Trigger,flow,Double Trigger,,43.926676883178125,74.3116821879052,double_trigger_img2.csv,,,
Double Trigger,3.1155827012386563,1,Double Trigger,flow,Double Trigger,,44.01273134504303,74.27726040315925,double_trigger_img2.csv,,,
Double Trigger,3.1355543852209555,1,Double Trigger,flow,Double Trigger,,44.098785806907934,74.24283861841327,double_trigger_img2.csv,,,
Double Trigger,3.1555260692032547,1,Double Trigger,flow,Double Trigger,,44.18484026877284,74.20841683366731,double_trigger_img2.csv,,,
Double Trigger,3.175497753185553,1,Double Trigger,flow,Double Trigger,,44.27089473063774,74.17399504892136,double_trigger_img2.csv,,,
Double Trigger,3.1954694371678527,1,Double Trigger,flow,Double Trigger,,44.35694919250265,74.13957326417538,double_trigger_img2.csv,,,
Double Trigger,3.215441121150152,1,Double Trigger,flow,Double Trigger,,44.44300365436755,74.13847302448032,double_trigger_img2.csv,,,
Double Trigger,3.2354128051324507,1,Double Trigger,flow,Double Trigger,,44.529058116232456,74.19584266572359,double_trigger_img2.csv,,,
Double Trigger,3.25538448911475,1,Double Trigger,flow,Double Trigger,,44.61511257809737,74.25321230696686,double_trigger_img2.csv,,,
Double Trigger,3.275356173097049,1,Double Trigger,flow,Double Trigger,,44.70116703996227,74.31058194821013,double_trigger_img2.csv,,,
Double Trigger,3.2953278570793483,1,Double Trigger,flow,Double Trigger,,44.787221501827176,74.3679515894534,double_trigger_img2.csv,,,
Double Trigger,3.315299541061647,1,Double Trigger,flow,Double Trigger,,44.87327596369208,74.42532123069667,double_trigger_img2.csv,,,
Double Trigger,3.3352712250439462,1,Double Trigger,flow,Double Trigger,,44.959330425556985,74.48269087193994,double_trigger_img2.csv,,,
Double Trigger,3.355242909026245,1,Double Trigger,flow,Double Trigger,,45.0,74.54006051318322,double_trigger_img2.csv,,,
Double Trigger,3.375214593008544,1,Double Trigger,flow,Double Trigger,,45.0,74.59743015442649,double_trigger_img2.csv,,,
Double Trigger,3.3951862769908434,1,Double Trigger,flow,Double Trigger,,45.0,74.65479979566976,double_trigger_img2.csv,,,
Double Trigger,3.4151579609731426,1,Double Trigger,flow,Double Trigger,,45.0,74.71216943691303,double_trigger_img2.csv,,,
Double Trigger,3.435129644955442,1,Double Trigger,flow,Double Trigger,,45.0,74.7695390781563,double_trigger_img2.csv,,,
Double Trigger,3.4551013289377406,1,Double Trigger,flow,Double Trigger,,45.0,74.82690871939957,double_trigger_img2.csv,,,
Double Trigger,3.47507301292004,1,Double Trigger,flow,Double Trigger,,45.0,74.88427836064284,double_trigger_img2.csv,,,
Double Trigger,3.495044696902339,1,Double Trigger,flow,Double Trigger,,45.0,74.94164800188611,double_trigger_img2.csv,,,
Double Trigger,3.5150163808846377,1,Double Trigger,flow,Double Trigger,,45.0,74.99901764312939,double_trigger_img2.csv,,,
Double Trigger,3.534988064866937,1,Double Trigger,flow,Double Trigger,,45.0,75.0375915229151,double_trigger_img2.csv,,,
Double Trigger,3.554959748849236,1,Double Trigger,flow,Double Trigger,,45.0,75.07583795041062,double_trigger_img2.csv,,,
Double Trigger,3.574931432831536,1,Double Trigger,flow,Double Trigger,,45.0,75.11408437790612,double_trigger_img2.csv,,,
Double Trigger,3.594903116813834,1,Double Trigger,flow,Double Trigger,,45.0,75.15233080540163,double_trigger_img2.csv,,,
Double Trigger,3.614874800796133,1,Double Trigger,flow,Double Trigger,,45.0,75.19057723289716,double_trigger_img2.csv,,,
Double Trigger,3.634846484778433,1,Double Trigger,flow,Double Trigger,,44.83422727808558,75.22882366039266,double_trigger_img2.csv,,,
Double Trigger,3.654818168760732,1,Double Trigger,flow,Double Trigger,,44.640604738889536,75.26707008788817,double_trigger_img2.csv,,,
Double Trigger,3.674789852743032,1,Double Trigger,flow,Double Trigger,,44.4469821996935,75.3053165153837,double_trigger_img2.csv,,,
Double Trigger,3.6947615367253297,1,Double Trigger,flow,Double Trigger,,44.253359660497466,75.3435629428792,double_trigger_img2.csv,,,
Double Trigger,3.714733220707629,1,Double Trigger,flow,Double Trigger,,44.059737121301424,75.38180937037471,double_trigger_img2.csv,,,
Double Trigger,3.734704904689928,1,Double Trigger,flow,Double Trigger,,43.86611458210539,75.42005579787023,double_trigger_img2.csv,,,
Double Trigger,3.754676588672227,1,Double Trigger,flow,Double Trigger,,43.67249204290935,75.45830222536574,double_trigger_img2.csv,,,
Double Trigger,3.774648272654526,1,Double Trigger,flow,Double Trigger,,43.47886950371331,75.49654865286125,double_trigger_img2.csv,,,
Double Trigger,3.794619956636825,1,Double Trigger,flow,Double Trigger,,43.28524696451727,75.53479508035677,double_trigger_img2.csv,,,
Double Trigger,3.814591640619124,1,Double Trigger,flow,Double Trigger,,43.09162442532124,75.57304150785228,double_trigger_img2.csv,,,
Double Trigger,3.8345633246014232,1,Double Trigger,flow,Double Trigger,,42.78129788989746,75.57786160556405,double_trigger_img2.csv,,,
Double Trigger,3.8545350085837216,1,Double Trigger,flow,Double Trigger,,42.39405281150537,75.56065071319107,double_trigger_img2.csv,,,
Double Trigger,3.874506692566021,1,Double Trigger,flow,Double Trigger,,42.00680773311329,75.54343982081808,double_trigger_img2.csv,,,
Double Trigger,3.89447837654832,1,Double Trigger,flow,Double Trigger,,41.61956265472121,75.52622892844511,double_trigger_img2.csv,,,
Double Trigger,3.91445006053062,1,Double Trigger,flow,Double Trigger,,41.23231757632912,75.50901803607212,double_trigger_img2.csv,,,
Double Trigger,3.934421744512919,1,Double Trigger,flow,Double Trigger,,40.84507249793703,75.49180714369915,double_trigger_img2.csv,,,
Double Trigger,3.9543934284952176,1,Double Trigger,flow,Double Trigger,,40.45782741954496,75.47459625132616,double_trigger_img2.csv,,,
Double Trigger,3.974365112477517,1,Double Trigger,flow,Double Trigger,,40.07058234115287,75.45738535895318,double_trigger_img2.csv,,,
Double Trigger,3.994336796459816,1,Double Trigger,flow,Double Trigger,,39.68333726276079,75.4401744665802,double_trigger_img2.csv,,,
Double Trigger,4.014308480442115,1,Double Trigger,flow,Double Trigger,,39.296092184368696,75.42296357420722,double_trigger_img2.csv,,,
Double Trigger,4.034280164424414,1,Double Trigger,flow,Double Trigger,,38.90884710597662,75.40575268183424,double_trigger_img2.csv,,,
Double Trigger,4.054251848406713,1,Double Trigger,flow,Double Trigger,,38.52160202758456,75.38854178946126,double_trigger_img2.csv,,,
Double Trigger,4.074223532389012,1,Double Trigger,flow,Double Trigger,,38.13435694919249,75.37133089708827,double_trigger_img2.csv,,,
Double Trigger,4.094195216371311,1,Double Trigger,flow,Double Trigger,,37.74711187080041,75.3541200047153,double_trigger_img2.csv,,,
Double Trigger,4.11416690035361,1,Double Trigger,flow,Double Trigger,,37.35986679240834,75.33690911234231,double_trigger_img2.csv,,,
Double Trigger,4.1341385843359095,1,Double Trigger,flow,Double Trigger,,36.97262171401626,75.31969821996934,double_trigger_img2.csv,,,
Double Trigger,4.154110268318209,1,Double Trigger,flow,Double Trigger,,36.585376635624186,75.30248732759635,double_trigger_img2.csv,,,
Double Trigger,4.174081952300508,1,Double Trigger,flow,Double Trigger,,36.1981315572321,75.28527643522337,double_trigger_img2.csv,,,
Double Trigger,4.194053636282806,1,Double Trigger,flow,Double Trigger,,35.81088647884004,75.2680655428504,double_trigger_img2.csv,,,
Double Trigger,4.2140253202651055,1,Double Trigger,flow,Double Trigger,,35.42364140044796,75.25085465047741,double_trigger_img2.csv,,,
Double Trigger,4.233997004247405,1,Double Trigger,flow,Double Trigger,,35.036396322055886,75.23364375810444,double_trigger_img2.csv,,,
Double Trigger,4.253968688229704,1,Double Trigger,flow,Double Trigger,,34.6491512436638,75.21643286573145,double_trigger_img2.csv,,,
Double Trigger,4.273940372212003,1,Double Trigger,flow,Double Trigger,,34.261906165271725,75.19922197335846,double_trigger_img2.csv,,,
Double Trigger,4.293912056194302,1,Double Trigger,flow,Double Trigger,,33.87466108687965,75.18201108098549,double_trigger_img2.csv,,,
Double Trigger,4.3138837401766015,1,Double Trigger,flow,Double Trigger,,33.637464003637525,75.1648001886125,double_trigger_img2.csv,,,
Double Trigger,4.3338554241589,1,Double Trigger,flow,Double Trigger,,33.471501827183786,75.14758929623953,double_trigger_img2.csv,,,
Double Trigger,4.353827108141199,1,Double Trigger,flow,Double Trigger,,33.30553965073004,75.13037840386654,double_trigger_img2.csv,,,
Double Trigger,4.373798792123498,1,Double Trigger,flow,Double Trigger,,33.13957747427629,75.11316751149356,double_trigger_img2.csv,,,
Double Trigger,4.393770476105797,1,Double Trigger,flow,Double Trigger,,32.97361529782254,75.09595661912059,double_trigger_img2.csv,,,
Double Trigger,4.413742160088097,1,Double Trigger,flow,Double Trigger,,32.807653121368794,75.0787457267476,double_trigger_img2.csv,,,
Double Trigger,4.433713844070396,1,Double Trigger,flow,Double Trigger,,32.64169094491504,75.06153483437461,double_trigger_img2.csv,,,
Double Trigger,4.453685528052695,1,Double Trigger,flow,Double Trigger,,32.475728768461295,75.04432394200164,double_trigger_img2.csv,,,
Double Trigger,4.473657212034993,1,Double Trigger,flow,Double Trigger,,32.30976659200755,75.02711304962865,double_trigger_img2.csv,,,
Double Trigger,4.4936288960172925,1,Double Trigger,flow,Double Trigger,,32.1438044155538,75.00990215725568,double_trigger_img2.csv,,,
Double Trigger,4.513600579999592,1,Double Trigger,flow,Double Trigger,,31.977842239100053,74.46402609139868,double_trigger_img2.csv,,,
Double Trigger,4.533572263981891,1,Double Trigger,flow,Double Trigger,,31.811880062646303,73.20189398404668,double_trigger_img2.csv,,,
Double Trigger,4.55354394796419,1,Double Trigger,flow,Double Trigger,,30.656017918189217,71.93976187669466,double_trigger_img2.csv,,,
Double Trigger,4.573515631946489,1,Double Trigger,flow,Double Trigger,,29.10703760462093,70.67762976934266,double_trigger_img2.csv,,,
Double Trigger,4.593487315928789,1,Double Trigger,flow,Double Trigger,,27.55805729105265,69.41549766199064,double_trigger_img2.csv,,,
Double Trigger,4.613458999911088,1,Double Trigger,flow,Double Trigger,,12.434280325356772,68.0679005068961,double_trigger_img2.csv,,,
Double Trigger,4.633430683893386,1,Double Trigger,flow,Double Trigger,,18.63020157962993,66.5189201933278,double_trigger_img2.csv,,,
Double Trigger,4.653402367875685,1,Double Trigger,flow,Double Trigger,,12.004597430154504,65.27407756689851,double_trigger_img2.csv,,,
Double Trigger,4.6733740518579845,1,Double Trigger,flow,Double Trigger,,5.421431097489672,64.2414240245197,double_trigger_img2.csv,,,
Double Trigger,4.693345735840284,1,Double Trigger,flow,Double Trigger,,1.9057232111283413,59.68819992927034,double_trigger_img2.csv,,,
Double Trigger,4.713317419822583,1,Double Trigger,flow,Double Trigger,,-0.9270010609453668,58.99976423435107,double_trigger_img2.csv,,,
Double Trigger,4.733289103804882,1,Double Trigger,flow,Double Trigger,,-2.475981374513635,58.311328539431805,double_trigger_img2.csv,,,
Double Trigger,4.753260787787181,1,Double Trigger,flow,Double Trigger,,-4.024961688081904,61.709300954850846,double_trigger_img2.csv,,,
Double Trigger,4.77323247176948,1,Double Trigger,flow,Double Trigger,,-5.573942001650104,62.22562772604022,double_trigger_img2.csv,,,
Double Trigger,4.793204155751779,1,Double Trigger,flow,Double Trigger,,-6.636655664269574,61.704585641872015,double_trigger_img2.csv,,,
Double Trigger,4.813175839734078,1,Double Trigger,flow,Double Trigger,,-7.540227513851116,60.869582301858586,double_trigger_img2.csv,,,
Double Trigger,4.833147523716377,1,Double Trigger,flow,Double Trigger,,-8.443799363432658,60.58273409564223,double_trigger_img2.csv,,,
Double Trigger,4.853119207698676,1,Double Trigger,flow,Double Trigger,,-9.3473712130142,60.29588588942588,double_trigger_img2.csv,,,
Double Trigger,4.873090891680976,1,Double Trigger,flow,Double Trigger,,-10.250943062595743,60.00903768320953,double_trigger_img2.csv,,,
Double Trigger,4.893062575663275,1,Double Trigger,flow,Double Trigger,,-10.345544029234915,59.72218947699317,double_trigger_img2.csv,,,
Double Trigger,4.913034259645573,1,Double Trigger,flow,Double Trigger,,-9.958298950842847,59.43534127077683,double_trigger_img2.csv,,,
Double Trigger,4.933005943627872,1,Double Trigger,flow,Double Trigger,,-9.571053872450763,59.29893400245869,double_trigger_img2.csv,,,
Double Trigger,4.952977627610172,1,Double Trigger,flow,Double Trigger,,-9.18380879405868,59.17599905693739,double_trigger_img2.csv,,,
Double Trigger,4.972949311592471,1,Double Trigger,flow,Double Trigger,,-8.796563715666595,59.0530641114161,double_trigger_img2.csv,,,
Double Trigger,4.99292099557477,1,Double Trigger,flow,Double Trigger,,-8.409318637274513,58.930129165894805,double_trigger_img2.csv,,,
Double Trigger,5.012892679557069,1,Double Trigger,flow,Double Trigger,,-8.022073558882429,58.80719422037351,double_trigger_img2.csv,,,
Double Trigger,5.032864363539368,1,Double Trigger,flow,Double Trigger,,-7.634828480490344,58.68425927485222,double_trigger_img2.csv,,,
Double Trigger,5.052836047521667,1,Double Trigger,flow,Double Trigger,,-7.247583402098277,58.56132432933093,double_trigger_img2.csv,,,
Double Trigger,5.072807731503966,1,Double Trigger,flow,Double Trigger,,-6.860338323706193,58.43838938380964,double_trigger_img2.csv,,,
Double Trigger,5.092779415486265,1,Double Trigger,flow,Double Trigger,,-6.473093245314109,58.31545443828834,double_trigger_img2.csv,,,
Double Trigger,5.112751099468564,1,Double Trigger,flow,Double Trigger,,-6.085848166922026,58.19251949276705,double_trigger_img2.csv,,,
Double Trigger,5.132722783450864,1,Double Trigger,flow,Double Trigger,,-5.441323824118737,58.06958454724575,double_trigger_img2.csv,,,
Double Trigger,5.152694467433163,1,Double Trigger,flow,Double Trigger,,-4.66683366733459,57.94664960172446,double_trigger_img2.csv,,,
Double Trigger,5.172666151415462,1,Double Trigger,flow,Double Trigger,,-3.892343510550442,57.94117647058823,double_trigger_img2.csv,,,
Double Trigger,5.19263783539776,1,Double Trigger,flow,Double Trigger,,-3.1178533537663284,57.94117647058823,double_trigger_img2.csv,,,
Double Trigger,5.21260951938006,1,Double Trigger,flow,Double Trigger,,-2.343363196982181,57.94117647058823,double_trigger_img2.csv,,,
Double Trigger,5.232581203362359,1,Double Trigger,flow,Double Trigger,,-1.6937993634327388,57.94117647058823,double_trigger_img2.csv,,,
Double Trigger,5.252552887344658,1,Double Trigger,flow,Double Trigger,,-1.1516562536838244,57.94117647058823,double_trigger_img2.csv,,,
Double Trigger,5.272524571326957,1,Double Trigger,flow,Double Trigger,,-0.6095131439349102,57.94117647058823,double_trigger_img2.csv,,,
Double Trigger,5.292496255309256,1,Double Trigger,flow,Double Trigger,,-0.0673700341859957,57.94117647058823,double_trigger_img2.csv,,,
Double Trigger,5.312467939291556,1,Double Trigger,flow,Double Trigger,,0.4747730755629182,57.94117647058823,double_trigger_img2.csv,,,
Double Trigger,5.332439623273854,1,Double Trigger,flow,Double Trigger,,1.0169161853118085,57.94117647058823,double_trigger_img2.csv,,,
Double Trigger,5.352411307256153,1,Double Trigger,flow,Double Trigger,,1.5590592950607232,57.94117647058823,double_trigger_img2.csv,,,
Double Trigger,5.372382991238452,1,Double Trigger,flow,Double Trigger,,2.101202404809637,57.94117647058823,double_trigger_img2.csv,,,
Double Trigger,5.392354675220751,1,Double Trigger,flow,Double Trigger,,2.6433455145585514,57.94117647058823,double_trigger_img2.csv,,,
Double Trigger,5.412326359203051,1,Double Trigger,flow,Double Trigger,,2.743207002239761,57.94117647058823,double_trigger_img2.csv,,,
Double Trigger,5.43229804318535,1,Double Trigger,flow,Double Trigger,,2.8400182718377804,57.95340681362725,double_trigger_img2.csv,,,
Double Trigger,5.452269727167649,1,Double Trigger,flow,Double Trigger,,2.9368295414358,57.996434044559706,double_trigger_img2.csv,,,
Double Trigger,5.472241411149947,1,Double Trigger,flow,Double Trigger,,3.033640811033815,58.03946127549215,double_trigger_img2.csv,,,
Double Trigger,5.492213095132247,1,Double Trigger,flow,Double Trigger,,3.130452080631834,58.0824885064246,double_trigger_img2.csv,,,
Double Trigger,5.512184779114546,1,Double Trigger,flow,Double Trigger,,3.2272633502298538,58.12551573735705,double_trigger_img2.csv,,,
Double Trigger,5.532156463096845,1,Double Trigger,flow,Double Trigger,,3.324074619827873,58.1685429682895,double_trigger_img2.csv,,,
Double Trigger,5.552128147079144,1,Double Trigger,flow,Double Trigger,,3.420885889425892,58.21157019922195,double_trigger_img2.csv,,,
Double Trigger,5.572099831061443,1,Double Trigger,flow,Double Trigger,,3.5176971590239114,58.24816299265195,double_trigger_img2.csv,,,
Double Trigger,5.592071515043743,1,Double Trigger,flow,Double Trigger,,3.61450842862193,58.276847813273584,double_trigger_img2.csv,,,
Double Trigger,5.612043199026041,1,Double Trigger,flow,Double Trigger,,3.711319698219946,58.30553263389522,double_trigger_img2.csv,,,
Double Trigger,5.63201488300834,1,Double Trigger,flow,Double Trigger,,3.808130967817965,58.33421745451685,double_trigger_img2.csv,,,
Double Trigger,5.651986566990639,1,Double Trigger,flow,Double Trigger,,3.904942237415984,58.362902275138495,double_trigger_img2.csv,,,
Double Trigger,5.6719582509729385,1,Double Trigger,flow,Double Trigger,,4.34457149593308,58.39158709576013,double_trigger_img2.csv,,,
Double Trigger,5.691929934955238,1,Double Trigger,flow,Double Trigger,,5.5063067311093175,58.420271916381765,double_trigger_img2.csv,,,
Double Trigger,5.711901618937537,1,Double Trigger,flow,Double Trigger,,6.668041966285556,58.44895673700341,double_trigger_img2.csv,,,
Double Trigger,5.731873302919836,1,Double Trigger,flow,Double Trigger,,7.829777201461795,58.47764155762504,double_trigger_img2.csv,,,
Double Trigger,5.751844986902135,1,Double Trigger,flow,Double Trigger,,8.991512436638033,58.50632637824668,double_trigger_img2.csv,,,
Double Trigger,5.771816670884434,1,Double Trigger,flow,Double Trigger,,10.68239420016504,64.91630319462453,double_trigger_img2.csv,,,
Double Trigger,5.791788354866733,1,Double Trigger,flow,Double Trigger,,14.554844984085928,61.47412472002818,double_trigger_img2.csv,,,
Double Trigger,5.811760038849032,1,Double Trigger,flow,Double Trigger,,18.61561358010141,60.20806318519392,double_trigger_img2.csv,,,
Double Trigger,5.831731722831331,1,Double Trigger,flow,Double Trigger,,22.87530944241396,61.24071672757271,double_trigger_img2.csv,,,
Double Trigger,5.85170340681363,1,Double Trigger,flow,Double Trigger,,30.54152422492042,68.8488742190264,double_trigger_img2.csv,,,
Double Trigger,5.87167509079593,1,Double Trigger,flow,Double Trigger,,30.670605917717783,69.23552988329595,double_trigger_img2.csv,,,
Double Trigger,5.891646774778229,1,Double Trigger,flow,Double Trigger,,30.799687610515143,70.95661912059431,double_trigger_img2.csv,,,
Double Trigger,5.911618458760527,1,Double Trigger,flow,Double Trigger,,30.928769303312503,72.30637746080404,double_trigger_img2.csv,,,
Double Trigger,5.931590142742826,1,Double Trigger,flow,Double Trigger,,31.057850996109867,72.99481315572324,double_trigger_img2.csv,,,
Double Trigger,5.951561826725126,1,Double Trigger,flow,Double Trigger,,31.18693268890723,73.68324885064249,double_trigger_img2.csv,,,
Double Trigger,5.971533510707425,1,Double Trigger,flow,Double Trigger,,31.3160143817046,74.37168454556175,double_trigger_img2.csv,,,
Double Trigger,5.991505194689724,1,Double Trigger,flow,Double Trigger,,31.445096074501954,74.89803135683131,double_trigger_img2.csv,,,
Double Trigger,6.011476878672023,1,Double Trigger,flow,Double Trigger,,31.57417776729932,75.41435812802072,double_trigger_img2.csv,,,
Double Trigger,6.031448562654322,1,Double Trigger,flow,Double Trigger,,31.70325946009668,75.93068489921016,double_trigger_img2.csv,,,
Double Trigger,6.051420246636621,1,Double Trigger,flow,Double Trigger,,31.25744135329488,77.82741954497226,double_trigger_img2.csv,,,
Double Trigger,6.07139193061892,1,Double Trigger,flow,Double Trigger,,30.28932865731469,78.17163739243189,double_trigger_img2.csv,,,
Double Trigger,6.091363614601219,1,Double Trigger,flow,Double Trigger,,29.321215961334502,78.51585523989151,double_trigger_img2.csv,,,
Double Trigger,6.111335298583518,1,Double Trigger,flow,Double Trigger,,28.373659082871686,78.79916696137374,double_trigger_img2.csv,,,
Double Trigger,6.1313069825658175,1,Double Trigger,flow,Double Trigger,,27.59916892608751,78.56968839640065,double_trigger_img2.csv,,,
Double Trigger,6.151278666548117,1,Double Trigger,flow,Double Trigger,,26.824678769303336,78.34020983142756,double_trigger_img2.csv,,,
Double Trigger,6.171250350530416,1,Double Trigger,flow,Double Trigger,,26.05018861251916,78.11073126645447,double_trigger_img2.csv,,,
Double Trigger,6.191222034512714,1,Double Trigger,flow,Double Trigger,,25.27569845573502,77.88125270148139,double_trigger_img2.csv,,,
Double Trigger,6.211193718495013,1,Double Trigger,flow,Double Trigger,,24.501208298950846,77.6517741365083,double_trigger_img2.csv,,,
Double Trigger,6.231165402477313,1,Double Trigger,flow,Double Trigger,,22.588854178946043,78.15277614051634,double_trigger_img2.csv,,,
Double Trigger,6.251137086459612,1,Double Trigger,flow,Double Trigger,,20.4430920664857,78.49836928759478,double_trigger_img2.csv,,,
Double Trigger,6.271108770441911,1,Double Trigger,flow,Double Trigger,,17.73237651774107,78.38363000510823,double_trigger_img2.csv,,,
Double Trigger,6.29108045442421,1,Double Trigger,flow,Double Trigger,,16.036632087704707,78.26889072262169,double_trigger_img2.csv,,,
Double Trigger,6.3110521384065095,1,Double Trigger,flow,Double Trigger,,15.133060238123194,78.15415144013515,double_trigger_img2.csv,,,
Double Trigger,6.331023822388808,1,Double Trigger,flow,Double Trigger,,14.229488388541723,78.03941215764861,double_trigger_img2.csv,,,
Double Trigger,6.350995506371107,1,Double Trigger,flow,Double Trigger,,13.325916538960213,77.94736531887303,double_trigger_img2.csv,,,
Double Trigger,6.370967190353406,1,Double Trigger,flow,Double Trigger,,12.4223446893787,77.99039254980548,double_trigger_img2.csv,,,
Double Trigger,6.390938874335705,1,Double Trigger,flow,Double Trigger,,10.732789107626957,78.03341978073793,double_trigger_img2.csv,,,
Double Trigger,6.410910558318005,1,Double Trigger,flow,Double Trigger,,8.022073558882608,78.07644701167038,double_trigger_img2.csv,,,
Double Trigger,6.430882242300304,1,Double Trigger,flow,Double Trigger,,6.435960155605384,78.11947424260283,double_trigger_img2.csv,,,
Double Trigger,6.450853926282603,1,Double Trigger,flow,Double Trigger,,5.274224920429111,78.16250147353529,double_trigger_img2.csv,,,
Double Trigger,6.470825610264901,1,Double Trigger,flow,Double Trigger,,4.112489685252889,78.20552870446774,double_trigger_img2.csv,,,
Double Trigger,6.4907972942472005,1,Double Trigger,flow,Double Trigger,,2.9507544500766167,78.20877048214074,double_trigger_img2.csv,,,
Double Trigger,6.5107689782295,1,Double Trigger,flow,Double Trigger,,1.7890192149003434,78.12271602027583,double_trigger_img2.csv,,,
Double Trigger,6.530740662211799,1,Double Trigger,flow,Double Trigger,,0.6272839797240986,78.03666155841093,double_trigger_img2.csv,,,
Double Trigger,6.550712346194098,1,Double Trigger,flow,Double Trigger,,-0.5344512554521286,77.95060709654602,double_trigger_img2.csv,,,
Double Trigger,6.570684030176397,1,Double Trigger,flow,Double Trigger,,-1.6961864906283557,77.86455263468112,double_trigger_img2.csv,,,
Double Trigger,6.5906557141586966,1,Double Trigger,flow,Double Trigger,,-2.857921725804583,77.77849817281621,double_trigger_img2.csv,,,
Double Trigger,6.610627398140995,1,Double Trigger,flow,Double Trigger,,-4.019656960980758,77.69244371095131,double_trigger_img2.csv,,,
Double Trigger,6.630599082123294,1,Double Trigger,flow,Double Trigger,,-5.272898738653729,77.6063892490864,double_trigger_img2.csv,,,
Double Trigger,6.650570766105593,1,Double Trigger,flow,Double Trigger,,-6.628256513025972,77.5203347872215,double_trigger_img2.csv,,,
Double Trigger,6.6705424500878925,1,Double Trigger,flow,Double Trigger,,-7.983614287398216,77.4342803253566,double_trigger_img2.csv,,,
Double Trigger,6.690514134070192,1,Double Trigger,flow,Double Trigger,,-14.728574796651866,77.27749616880831,double_trigger_img2.csv,,,
Double Trigger,6.710485818052491,1,Double Trigger,flow,Double Trigger,,-17.826535423788886,75.90062477896963,double_trigger_img2.csv,,,
Double Trigger,6.73045750203479,1,Double Trigger,flow,Double Trigger,,-21.05844041023272,71.45997878109121,double_trigger_img2.csv,,,
Double Trigger,6.750429186017088,1,Double Trigger,flow,Double Trigger,,-24.5436461157614,68.87834492514405,double_trigger_img2.csv,,,
Double Trigger,6.770400869999388,1,Double Trigger,flow,Double Trigger,,-27.782182011081304,67.01343864199006,double_trigger_img2.csv,,,
Double Trigger,6.790372553981687,1,Double Trigger,flow,Double Trigger,,-30.88014263821772,69.25085465047748,double_trigger_img2.csv,,,
Double Trigger,6.810344237963986,1,Double Trigger,flow,Double Trigger,,-33.97810326535439,68.18715863098744,double_trigger_img2.csv,,,
Double Trigger,6.830315921946285,1,Double Trigger,flow,Double Trigger,,-36.73656135801024,66.86765688239221,double_trigger_img2.csv,,,
Double Trigger,6.850287605928584,1,Double Trigger,flow,Double Trigger,,-38.28554167157859,65.54815513379698,double_trigger_img2.csv,,,
Double Trigger,6.870259289910884,1,Double Trigger,flow,Double Trigger,,-38.931202741617625,64.22865338520175,double_trigger_img2.csv,,,
Double Trigger,6.890230973893182,1,Double Trigger,flow,Double Trigger,,-38.7099198396793,62.90915163660659,double_trigger_img2.csv,,,
Double Trigger,6.910202657875481,1,Double Trigger,flow,Double Trigger,,-38.48863693774097,62.371213014263816,double_trigger_img2.csv,,,
Double Trigger,6.93017434185778,1,Double Trigger,flow,Double Trigger,,-38.26735403580265,62.02699516680418,double_trigger_img2.csv,,,
Double Trigger,6.95014602584008,1,Double Trigger,flow,Double Trigger,,-38.04607113386432,61.68277731934455,double_trigger_img2.csv,,,
Double Trigger,6.970117709822379,1,Double Trigger,flow,Double Trigger,,-37.82478823192599,61.338559471884906,double_trigger_img2.csv,,,
Double Trigger,6.990089393804678,1,Double Trigger,flow,Double Trigger,,-37.603505329987655,60.99434162442528,double_trigger_img2.csv,,,
Double Trigger,7.010061077786977,1,Double Trigger,flow,Double Trigger,,-37.38222242804933,60.82429565012375,double_trigger_img2.csv,,,
Double Trigger,7.030032761769276,1,Double Trigger,flow,Double Trigger,,-37.16093952611101,60.73824118825885,double_trigger_img2.csv,,,
Double Trigger,7.050004445751575,1,Double Trigger,flow,Double Trigger,,-36.93965662417268,60.65218672639395,double_trigger_img2.csv,,,
Double Trigger,7.069976129733874,1,Double Trigger,flow,Double Trigger,,-36.718373722234354,60.56613226452904,double_trigger_img2.csv,,,
Double Trigger,7.089947813716173,1,Double Trigger,flow,Double Trigger,,-36.49709082029602,60.48007780266413,double_trigger_img2.csv,,,
Double Trigger,7.109919497698472,1,Double Trigger,flow,Double Trigger,,-36.31748791701046,60.39402334079923,double_trigger_img2.csv,,,
Double Trigger,7.129891181680772,1,Double Trigger,flow,Double Trigger,,-36.17227101261343,60.307968878934325,double_trigger_img2.csv,,,
Double Trigger,7.149862865663071,1,Double Trigger,flow,Double Trigger,,-36.027054108216404,60.22191441706942,double_trigger_img2.csv,,,
Double Trigger,7.16983454964537,1,Double Trigger,flow,Double Trigger,,-35.88183720381937,60.13585995520452,double_trigger_img2.csv,,,
Double Trigger,7.189806233627668,1,Double Trigger,flow,Double Trigger,,-35.73662029942235,60.04980549333961,double_trigger_img2.csv,,,
Double Trigger,7.209777917609967,1,Double Trigger,flow,Double Trigger,,-35.59140339502532,60.02416597901685,double_trigger_img2.csv,,,
Double Trigger,7.229749601592267,1,Double Trigger,flow,Double Trigger,,-35.446186490628286,60.08153562026012,double_trigger_img2.csv,,,
