sample_id,time,anomaly,anomaly_type,data_mode,description,volume,flow,paw,source_file,X,Y_flow,Y_paw
Double Trigger,7.249721285574566,1,Double Trigger,flow,Double Trigger,,-35.300969586231254,60.1389052615034,double_trigger_img2.csv,,,
Double Trigger,7.269692969556865,1,Double Trigger,flow,Double Trigger,,-35.15575268183422,60.196274902746666,double_trigger_img2.csv,,,
Double Trigger,7.289664653539164,1,Double Trigger,flow,Double Trigger,,-35.01053577743719,60.253644543989935,double_trigger_img2.csv,,,
Double Trigger,7.309636337521463,1,Double Trigger,flow,Double Trigger,,-34.86531887304016,60.311014185233205,double_trigger_img2.csv,,,
Double Trigger,7.329608021503762,1,Double Trigger,flow,Double Trigger,,-34.720101968643135,60.36838382647648,double_trigger_img2.csv,,,
Double Trigger,7.349579705486061,1,Double Trigger,flow,Double Trigger,,-34.574885064246104,60.425753467719744,double_trigger_img2.csv,,,
Double Trigger,7.36955138946836,1,Double Trigger,flow,Double Trigger,,-34.42966815984907,60.48312310896302,double_trigger_img2.csv,,,
Double Trigger,7.389523073450659,1,Double Trigger,flow,Double Trigger,,-33.975261447264224,60.54049275020629,double_trigger_img2.csv,,,
Double Trigger,7.409494757432959,1,Double Trigger,flow,Double Trigger,,-33.47737491790297,60.59184545561711,double_trigger_img2.csv,,,
Double Trigger,7.429466441415258,1,Double Trigger,flow,Double Trigger,,-32.97948838854172,60.61335907108334,double_trigger_img2.csv,,,
Double Trigger,7.449438125397557,1,Double Trigger,flow,Double Trigger,,-32.481601859180465,60.63487268654956,double_trigger_img2.csv,,,
Double Trigger,7.469409809379855,1,Double Trigger,flow,Double Trigger,,-31.98371532981924,60.65638630201579,double_trigger_img2.csv,,,
Double Trigger,7.489381493362154,1,Double Trigger,flow,Double Trigger,,-31.485828800457984,60.677899917482016,double_trigger_img2.csv,,,
Double Trigger,7.509353177344454,1,Double Trigger,flow,Double Trigger,,-30.98794227109673,60.69941353294824,double_trigger_img2.csv,,,
Double Trigger,7.529324861326753,1,Double Trigger,flow,Double Trigger,,-30.49005574173548,60.72092714841447,double_trigger_img2.csv,,,
Double Trigger,7.549296545309052,1,Double Trigger,flow,Double Trigger,,-29.99216921237423,60.74244076388069,double_trigger_img2.csv,,,
Double Trigger,7.569268229291351,1,Double Trigger,flow,Double Trigger,,-29.494282683012976,60.76395437934692,double_trigger_img2.csv,,,
Double Trigger,7.58923991327365,1,Double Trigger,flow,Double Trigger,,-28.996396153651723,60.785467994813146,double_trigger_img2.csv,,,
Double Trigger,7.609211597255949,1,Double Trigger,flow,Double Trigger,,-28.49850962429049,60.80698161027937,double_trigger_img2.csv,,,
Double Trigger,7.629183281238248,1,Double Trigger,flow,Double Trigger,,-28.314246139337456,60.8284952257456,double_trigger_img2.csv,,,
Double Trigger,7.649154965220547,1,Double Trigger,flow,Double Trigger,,-28.15934810798063,60.85000884121183,double_trigger_img2.csv,,,
Double Trigger,7.6691266492028465,1,Double Trigger,flow,Double Trigger,,-28.0044500766238,60.87152245667805,double_trigger_img2.csv,,,
Double Trigger,7.689098333185146,1,Double Trigger,flow,Double Trigger,,-27.84955204526697,60.88235294117646,double_trigger_img2.csv,,,
Double Trigger,7.709070017167445,1,Double Trigger,flow,Double Trigger,,-27.694654013910142,60.88235294117646,double_trigger_img2.csv,,,
Double Trigger,7.729041701149744,1,Double Trigger,flow,Double Trigger,,-27.53975598255332,60.88235294117646,double_trigger_img2.csv,,,
Double Trigger,7.749013385132042,1,Double Trigger,flow,Double Trigger,,-27.38485795119649,60.88235294117646,double_trigger_img2.csv,,,
Double Trigger,7.768985069114342,1,Double Trigger,flow,Double Trigger,,-27.229959919839672,60.88235294117646,double_trigger_img2.csv,,,
Double Trigger,7.788956753096641,1,Double Trigger,flow,Double Trigger,,-27.030047489937854,60.856890251090405,double_trigger_img2.csv,,,
Double Trigger,7.80892843707894,1,Double Trigger,flow,Double Trigger,,-26.75344386251494,60.78804668159847,double_trigger_img2.csv,,,
Double Trigger,7.828900121061239,1,Double Trigger,flow,Double Trigger,,-26.476840235092027,60.71920311210655,double_trigger_img2.csv,,,
Double Trigger,7.848871805043538,1,Double Trigger,flow,Double Trigger,,-26.200236607669112,60.65035954261462,double_trigger_img2.csv,,,
Double Trigger,7.868843489025838,1,Double Trigger,flow,Double Trigger,,-25.9236329802462,60.5815159731227,double_trigger_img2.csv,,,
Double Trigger,7.888815173008136,1,Double Trigger,flow,Double Trigger,,-25.647029352823296,60.51267240363077,double_trigger_img2.csv,,,
Double Trigger,7.908786856990435,1,Double Trigger,flow,Double Trigger,,-25.370425725400384,60.44382883413885,double_trigger_img2.csv,,,
Double Trigger,7.928758540972734,1,Double Trigger,flow,Double Trigger,,-25.09382209797747,60.37498526464693,double_trigger_img2.csv,,,
Double Trigger,7.948730224955034,1,Double Trigger,flow,Double Trigger,,-24.81721847055456,60.30614169515499,double_trigger_img2.csv,,,
Double Trigger,7.968701908937333,1,Double Trigger,flow,Double Trigger,,-24.54061484313164,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,7.988673592919632,1,Double Trigger,flow,Double Trigger,,-24.264011215708727,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.00864527690193,1,Double Trigger,flow,Double Trigger,,-23.987407588285823,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.02861696088423,1,Double Trigger,flow,Double Trigger,,-23.76040315925969,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.048588644866529,1,Double Trigger,flow,Double Trigger,,-23.605505127902862,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.068560328848829,1,Double Trigger,flow,Double Trigger,,-23.450607096546022,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.088532012831127,1,Double Trigger,flow,Double Trigger,,-23.2957090651892,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.108503696813425,1,Double Trigger,flow,Double Trigger,,-23.14081103383237,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.128475380795726,1,Double Trigger,flow,Double Trigger,,-22.98591300247553,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.148447064778024,1,Double Trigger,flow,Double Trigger,,-22.831014971118705,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.168418748760324,1,Double Trigger,flow,Double Trigger,,-22.676116939761865,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.188390432742622,1,Double Trigger,flow,Double Trigger,,-22.52121890840504,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.208362116724922,1,Double Trigger,flow,Double Trigger,,-22.3663208770482,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.22833380070722,1,Double Trigger,flow,Double Trigger,,-22.21142284569137,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.248305484689519,1,Double Trigger,flow,Double Trigger,,-22.056524814334544,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.268277168671819,1,Double Trigger,flow,Double Trigger,,-21.901626782977704,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.288248852654117,1,Double Trigger,flow,Double Trigger,,-21.74672875162088,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.308220536636417,1,Double Trigger,flow,Double Trigger,,-21.59183072026404,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.328192220618716,1,Double Trigger,flow,Double Trigger,,-21.436932688907213,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.348163904601016,1,Double Trigger,flow,Double Trigger,,-21.28203465755037,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.368135588583314,1,Double Trigger,flow,Double Trigger,,-21.14906283154544,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.388107272565613,1,Double Trigger,flow,Double Trigger,,-21.06300836968053,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.408078956547913,1,Double Trigger,flow,Double Trigger,,-20.976953907815616,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.428050640530211,1,Double Trigger,flow,Double Trigger,,-20.890899445950712,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.448022324512511,1,Double Trigger,flow,Double Trigger,,-20.8048449840858,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.46799400849481,1,Double Trigger,flow,Double Trigger,,-20.71879052222089,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.48796569247711,1,Double Trigger,flow,Double Trigger,,-20.632736060355978,60.294117647058805,double_trigger_img2.csv,,,
Double Trigger,8.507937376459408,1,Double Trigger,flow,Double Trigger,,-20.54668159849107,60.2629523753389,double_trigger_img2.csv,,,
Double Trigger,8.527909060441706,1,Double Trigger,flow,Double Trigger,,-20.460627136626165,60.19841152894022,double_trigger_img2.csv,,,
Double Trigger,8.547880744424006,1,Double Trigger,flow,Double Trigger,,-20.37457267476125,60.133870682541534,double_trigger_img2.csv,,,
Double Trigger,8.567852428406304,1,Double Trigger,flow,Double Trigger,,-20.288518212896346,60.069329836142856,double_trigger_img2.csv,,,
Double Trigger,8.587824112388605,1,Double Trigger,flow,Double Trigger,,-20.20246375103143,60.00478898974418,double_trigger_img2.csv,,,
Double Trigger,8.607795796370903,1,Double Trigger,flow,Double Trigger,,-20.116409289166526,59.9402481433455,double_trigger_img2.csv,,,
Double Trigger,8.627767480353203,1,Double Trigger,flow,Double Trigger,,-20.03035482730161,59.875707296946814,double_trigger_img2.csv,,,
Double Trigger,8.647739164335501,1,Double Trigger,flow,Double Trigger,,-19.944300365436703,59.81116645054814,double_trigger_img2.csv,,,
Double Trigger,8.6677108483178,1,Double Trigger,flow,Double Trigger,,-19.8582459035718,59.746625604149465,double_trigger_img2.csv,,,
Double Trigger,8.6876825323001,1,Double Trigger,flow,Double Trigger,,-19.71667599905687,59.68208475775078,double_trigger_img2.csv,,,
Double Trigger,8.707654216282398,1,Double Trigger,flow,Double Trigger,,-19.57145909465985,59.61754391135211,double_trigger_img2.csv,,,
Double Trigger,8.727625900264698,1,Double Trigger,flow,Double Trigger,,-19.42624219026282,59.55300306495342,double_trigger_img2.csv,,,
Double Trigger,8.747597584246996,1,Double Trigger,flow,Double Trigger,,-19.2810252858658,59.48846221855474,double_trigger_img2.csv,,,
Double Trigger,8.767569268229296,1,Double Trigger,flow,Double Trigger,,-19.135808381468763,59.42392137215607,double_trigger_img2.csv,,,
Double Trigger,8.787540952211595,1,Double Trigger,flow,Double Trigger,,-18.990591477071742,59.41176470588234,double_trigger_img2.csv,,,
Double Trigger,8.807512636193893,1,Double Trigger,flow,Double Trigger,,-18.84537457267472,59.41176470588234,double_trigger_img2.csv,,,
Double Trigger,8.827484320176193,1,Double Trigger,flow,Double Trigger,,-18.70015766827769,59.41176470588234,double_trigger_img2.csv,,,
Double Trigger,8.847456004158492,1,Double Trigger,flow,Double Trigger,,-18.55494076388067,59.41176470588234,double_trigger_img2.csv,,,
Double Trigger,8.867427688140792,1,Double Trigger,flow,Double Trigger,,-18.40972385948364,59.41176470588234,double_trigger_img2.csv,,,
Double Trigger,8.88739937212309,1,Double Trigger,flow,Double Trigger,,-18.264506955086617,59.41176470588234,double_trigger_img2.csv,,,
Double Trigger,8.90737105610539,1,Double Trigger,flow,Double Trigger,,-18.11929005068958,59.41176470588234,double_trigger_img2.csv,,,
Double Trigger,8.927342740087688,1,Double Trigger,flow,Double Trigger,,-17.97407314629256,59.41176470588234,double_trigger_img2.csv,,,
Double Trigger,8.947314424069987,1,Double Trigger,flow,Double Trigger,,-17.7986856065071,59.40027113049627,double_trigger_img2.csv,,,
Double Trigger,8.967286108052287,1,Double Trigger,flow,Double Trigger,,-17.54052222091237,59.35724389956381,double_trigger_img2.csv,,,
Double Trigger,8.987257792034585,1,Double Trigger,flow,Double Trigger,,-17.28235883531766,59.31421666863137,double_trigger_img2.csv,,,
Double Trigger,9.007229476016883,1,Double Trigger,flow,Double Trigger,,-17.024195449722928,59.27118943769892,double_trigger_img2.csv,,,
Double Trigger,9.027201159999183,1,Double Trigger,flow,Double Trigger,,-16.766032064128222,59.22816220676646,double_trigger_img2.csv,,,
Double Trigger,9.047172843981484,1,Double Trigger,flow,Double Trigger,,-16.50786867853349,59.18513497583401,double_trigger_img2.csv,,,
Double Trigger,9.067144527963782,1,Double Trigger,flow,Double Trigger,,-16.24970529293878,59.142107744901566,double_trigger_img2.csv,,,
Double Trigger,9.087116211946082,1,Double Trigger,flow,Double Trigger,,-15.99154190734405,59.10279382294,double_trigger_img2.csv,,,
Double Trigger,9.10708789592838,1,Double Trigger,flow,Double Trigger,,-15.733378521749342,59.06837203819403,double_trigger_img2.csv,,,
Double Trigger,9.12705957991068,1,Double Trigger,flow,Double Trigger,,-15.475215136154636,59.03395025344806,double_trigger_img2.csv,,,
Double Trigger,9.14703126389298,1,Double Trigger,flow,Double Trigger,,-15.217051750559904,58.9995284687021,double_trigger_img2.csv,,,
Double Trigger,9.167002947875275,1,Double Trigger,flow,Double Trigger,,-14.958888364965196,58.96510668395614,double_trigger_img2.csv,,,
Double Trigger,9.186974631857575,1,Double Trigger,flow,Double Trigger,,-14.700724979370465,58.93068489921017,double_trigger_img2.csv,,,
Double Trigger,9.206946315839875,1,Double Trigger,flow,Double Trigger,,-14.442561593775755,58.896263114464205,double_trigger_img2.csv,,,
Double Trigger,9.226917999822176,1,Double Trigger,flow,Double Trigger,,-14.184398208181026,58.86184132971824,double_trigger_img2.csv,,,
Double Trigger,9.246889683804474,1,Double Trigger,flow,Double Trigger,,-13.926234822586316,58.82741954497228,double_trigger_img2.csv,,,
Double Trigger,9.266861367786772,1,Double Trigger,flow,Double Trigger,,-13.725318283626054,58.84897245471333,double_trigger_img2.csv,,,
Double Trigger,9.286833051769072,1,Double Trigger,flow,Double Trigger,,-13.531695744430005,58.87765727533497,double_trigger_img2.csv,,,
Double Trigger,9.30680473575137,1,Double Trigger,flow,Double Trigger,,-13.338073205233972,58.9063420959566,double_trigger_img2.csv,,,
Double Trigger,9.32677641973367,1,Double Trigger,flow,Double Trigger,,-13.14445066603792,58.935026916578245,double_trigger_img2.csv,,,
Double Trigger,9.346748103715967,1,Double Trigger,flow,Double Trigger,,-12.95082812684189,58.96371173719988,double_trigger_img2.csv,,,
Double Trigger,9.366719787698267,1,Double Trigger,flow,Double Trigger,,-12.75720558764584,58.99239655782152,double_trigger_img2.csv,,,
Double Trigger,9.386691471680567,1,Double Trigger,flow,Double Trigger,,-12.563583048449807,59.02108137844315,double_trigger_img2.csv,,,
Double Trigger,9.406663155662866,1,Double Trigger,flow,Double Trigger,,-12.369960509253774,59.049766199064784,double_trigger_img2.csv,,,
Double Trigger,9.426634839645166,1,Double Trigger,flow,Double Trigger,,-12.176337970057723,59.07845101968642,double_trigger_img2.csv,,,
Double Trigger,9.446606523627464,1,Double Trigger,flow,Double Trigger,,-11.982715430861692,59.10713584030805,double_trigger_img2.csv,,,
Double Trigger,9.466578207609764,1,Double Trigger,flow,Double Trigger,,-11.789092891665645,59.09947345671735,double_trigger_img2.csv,,,
Double Trigger,9.486549891592064,1,Double Trigger,flow,Double Trigger,,-11.59547035246961,59.07078863609571,double_trigger_img2.csv,,,
Double Trigger,9.506521575574364,1,Double Trigger,flow,Double Trigger,,-11.40184781327356,59.04210381547408,double_trigger_img2.csv,,,
Double Trigger,9.52649325955666,1,Double Trigger,flow,Double Trigger,,-11.25,59.01341899485244,double_trigger_img2.csv,,,
Double Trigger,9.54646494353896,1,Double Trigger,flow,Double Trigger,,-11.25,58.9847341742308,double_trigger_img2.csv,,,
Double Trigger,9.56643662752126,1,Double Trigger,flow,Double Trigger,,-11.25,58.95604935360917,double_trigger_img2.csv,,,
Double Trigger,9.586408311503558,1,Double Trigger,flow,Double Trigger,,-11.25,58.92736453298753,double_trigger_img2.csv,,,
Double Trigger,9.606379995485858,1,Double Trigger,flow,Double Trigger,,-11.25,58.89867971236589,double_trigger_img2.csv,,,
Double Trigger,9.626351679468156,1,Double Trigger,flow,Double Trigger,,-11.25,58.869994891744255,double_trigger_img2.csv,,,
Double Trigger,9.646323363450456,1,Double Trigger,flow,Double Trigger,,-11.25,58.84131007112262,double_trigger_img2.csv,,,
Double Trigger,9.666295047432754,1,Double Trigger,flow,Double Trigger,,-11.25,58.812625250500986,double_trigger_img2.csv,,,
Double Trigger,9.686266731415053,1,Double Trigger,flow,Double Trigger,,-11.25,58.78394042987935,double_trigger_img2.csv,,,
Double Trigger,9.706238415397353,1,Double Trigger,flow,Double Trigger,,-11.25,58.75525560925772,double_trigger_img2.csv,,,
Double Trigger,9.726210099379651,1,Double Trigger,flow,Double Trigger,,-11.25,58.72657078863608,double_trigger_img2.csv,,,
Double Trigger,9.746181783361951,1,Double Trigger,flow,Double Trigger,,-11.25,58.69788596801444,double_trigger_img2.csv,,,
Double Trigger,9.76615346734425,1,Double Trigger,flow,Double Trigger,,-11.25,58.669201147392805,double_trigger_img2.csv,,,
Double Trigger,9.78612515132655,1,Double Trigger,flow,Double Trigger,,-11.25,58.64051632677117,double_trigger_img2.csv,,,
Double Trigger,9.806096835308848,1,Double Trigger,flow,Double Trigger,,-11.165654839089918,58.611831506149535,double_trigger_img2.csv,,,
Double Trigger,9.826068519291146,1,Double Trigger,flow,Double Trigger,,-11.010756807733095,58.5831466855279,double_trigger_img2.csv,,,
Double Trigger,9.846040203273446,1,Double Trigger,flow,Double Trigger,,-10.85585877637626,58.554461864906266,double_trigger_img2.csv,,,
Double Trigger,9.866011887255745,1,Double Trigger,flow,Double Trigger,,-10.70096074501944,58.534863845337725,double_trigger_img2.csv,,,
Double Trigger,9.885983571238045,1,Double Trigger,flow,Double Trigger,,-10.546062713662604,58.57789107627018,double_trigger_img2.csv,,,
Double Trigger,9.905955255220343,1,Double Trigger,flow,Double Trigger,,-10.391164682305783,58.62091830720264,double_trigger_img2.csv,,,
Double Trigger,9.925926939202643,1,Double Trigger,flow,Double Trigger,,-10.236266650948949,58.66394553813509,double_trigger_img2.csv,,,
Double Trigger,9.945898623184942,1,Double Trigger,flow,Double Trigger,,-10.081368619592126,58.70697276906754,double_trigger_img2.csv,,,
Double Trigger,9.96587030716724,1,Double Trigger,flow,Double Trigger,,-9.926470588235304,58.74999999999999,double_trigger_img2.csv,,,
Double Trigger,0.1140684410646386,1,Double Trigger,flow,Double Trigger,,0.5300690618452804,8.955223880597014,double_trigger_img3.csv,,,
Double Trigger,0.1336513330844196,1,Double Trigger,flow,Double Trigger,,0.7156669200899013,8.929600494521381,double_trigger_img3.csv,,,
Double Trigger,0.1532342251042006,1,Double Trigger,flow,Double Trigger,,0.9012647783345216,8.903977108445746,double_trigger_img3.csv,,,
Double Trigger,0.1728171171239816,1,Double Trigger,flow,Double Trigger,,0.918367346938794,8.878353722370113,double_trigger_img3.csv,,,
Double Trigger,0.1924000091437626,1,Double Trigger,flow,Double Trigger,,0.918367346938794,8.85273033629448,double_trigger_img3.csv,,,
Double Trigger,0.2119829011635436,1,Double Trigger,flow,Double Trigger,,0.918367346938794,8.827106950218846,double_trigger_img3.csv,,,
Double Trigger,0.2315657931833246,1,Double Trigger,flow,Double Trigger,,0.918367346938794,8.808662100320044,double_trigger_img3.csv,,,
Double Trigger,0.2511486852031056,1,Double Trigger,flow,Double Trigger,,0.918367346938794,8.824036131965423,double_trigger_img3.csv,,,
Double Trigger,0.2707315772228866,1,Double Trigger,flow,Double Trigger,,0.918367346938794,8.839410163610804,double_trigger_img3.csv,,,
Double Trigger,0.2903144692426676,1,Double Trigger,flow,Double Trigger,,0.918367346938794,8.854784195256183,double_trigger_img3.csv,,,
Double Trigger,0.3098973612624486,1,Double Trigger,flow,Double Trigger,,0.918367346938794,8.870158226901564,double_trigger_img3.csv,,,
Double Trigger,0.3294802532822296,1,Double Trigger,flow,Double Trigger,,0.918367346938794,8.885532258546943,double_trigger_img3.csv,,,
Double Trigger,0.3490631453020106,1,Double Trigger,flow,Double Trigger,,0.9171777247363644,8.900906290192324,double_trigger_img3.csv,,,
Double Trigger,0.3686460373217916,1,Double Trigger,flow,Double Trigger,,0.8140678034893508,8.916280321837704,double_trigger_img3.csv,,,
Double Trigger,0.3882289293415726,1,Double Trigger,flow,Double Trigger,,0.7109578822423369,8.931654353483085,double_trigger_img3.csv,,,
Double Trigger,0.4078118213613536,1,Double Trigger,flow,Double Trigger,,0.6078479609953233,8.947028385128464,double_trigger_img3.csv,,,
Double Trigger,0.4273947133811346,1,Double Trigger,flow,Double Trigger,,0.5047380397483094,8.95009635475642,double_trigger_img3.csv,,,
Double Trigger,0.4469776054009157,1,Double Trigger,flow,Double Trigger,,0.4016281185012956,8.93911490358115,double_trigger_img3.csv,,,
Double Trigger,0.4665604974206966,1,Double Trigger,flow,Double Trigger,,0.3137267007048761,8.928133452405877,double_trigger_img3.csv,,,
Double Trigger,0.4861433894404777,1,Double Trigger,flow,Double Trigger,,0.4168366219518907,8.917152001230606,double_trigger_img3.csv,,,
Double Trigger,0.5057262814602587,1,Double Trigger,flow,Double Trigger,,0.519946543198905,8.906170550055334,double_trigger_img3.csv,,,
Double Trigger,0.5253091734800397,1,Double Trigger,flow,Double Trigger,,0.6230564644459196,8.895189098880063,double_trigger_img3.csv,,,
Double Trigger,0.5448920654998207,1,Double Trigger,flow,Double Trigger,,0.7261663856929341,8.884207647704791,double_trigger_img3.csv,,,
Double Trigger,0.5644749575196017,1,Double Trigger,flow,Double Trigger,,0.8292763069399486,8.873226196529519,double_trigger_img3.csv,,,
Double Trigger,0.5840578495393828,1,Double Trigger,flow,Double Trigger,,0.9323862281869632,8.862244745354248,double_trigger_img3.csv,,,
Double Trigger,0.6036407415591637,1,Double Trigger,flow,Double Trigger,,1.0354961494339772,8.851263294178976,double_trigger_img3.csv,,,
Double Trigger,0.6232236335789447,1,Double Trigger,flow,Double Trigger,,1.1386060706809915,8.840281843003705,double_trigger_img3.csv,,,
Double Trigger,0.6428065255987258,1,Double Trigger,flow,Double Trigger,,1.2417159919280063,8.829300391828433,double_trigger_img3.csv,,,
Double Trigger,0.6623894176185068,1,Double Trigger,flow,Double Trigger,,1.3448259131750209,8.81831894065316,double_trigger_img3.csv,,,
Double Trigger,0.6819723096382878,1,Double Trigger,flow,Double Trigger,,1.4479358344220354,8.80733748947789,double_trigger_img3.csv,,,
Double Trigger,0.7015552016580687,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,8.81942990458529,double_trigger_img3.csv,,,
Double Trigger,0.7211380936778498,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,8.83480393623067,double_trigger_img3.csv,,,
Double Trigger,0.7407209856976308,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,8.85017796787605,double_trigger_img3.csv,,,
Double Trigger,0.7603038777174118,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,8.865551999521431,double_trigger_img3.csv,,,
Double Trigger,0.7798867697371928,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,8.880926031166812,double_trigger_img3.csv,,,
Double Trigger,0.7994696617569738,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,8.896300062812191,double_trigger_img3.csv,,,
Double Trigger,0.8190525537767548,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,8.911674094457572,double_trigger_img3.csv,,,
Double Trigger,0.8386354457965358,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,8.927048126102951,double_trigger_img3.csv,,,
Double Trigger,0.8582183378163168,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,8.942422157748332,double_trigger_img3.csv,,,
Double Trigger,0.8778012298360978,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,8.957367471260929,double_trigger_img3.csv,,,
Double Trigger,0.8973841218558788,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,8.970179164298745,double_trigger_img3.csv,,,
Double Trigger,0.9169670138756598,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,8.982990857336564,double_trigger_img3.csv,,,
Double Trigger,0.9365499058954408,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,8.99580255037438,double_trigger_img3.csv,,,
Double Trigger,0.956132797915222,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.008614243412197,double_trigger_img3.csv,,,
Double Trigger,0.9757156899350028,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.021425936450015,double_trigger_img3.csv,,,
Double Trigger,0.9952985819547838,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.034237629487832,double_trigger_img3.csv,,,
Double Trigger,1.0148814739745649,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.047049322525648,double_trigger_img3.csv,,,
Double Trigger,1.0344643659943458,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.059861015563468,double_trigger_img3.csv,,,
Double Trigger,1.054047258014127,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.072672708601283,double_trigger_img3.csv,,,
Double Trigger,1.0736301500339078,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.0854844016391,double_trigger_img3.csv,,,
Double Trigger,1.0932130420536887,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.098296094676918,double_trigger_img3.csv,,,
Double Trigger,1.11279593407347,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.1044776119403,double_trigger_img3.csv,,,
Double Trigger,1.1323788260932508,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.1044776119403,double_trigger_img3.csv,,,
Double Trigger,1.151961718113032,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.1044776119403,double_trigger_img3.csv,,,
Double Trigger,1.1715446101328129,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.1044776119403,double_trigger_img3.csv,,,
Double Trigger,1.1911275021525938,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.1044776119403,double_trigger_img3.csv,,,
Double Trigger,1.210710394172375,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.1044776119403,double_trigger_img3.csv,,,
Double Trigger,1.2302932861921558,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.1044776119403,double_trigger_img3.csv,,,
Double Trigger,1.249876178211937,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.1044776119403,double_trigger_img3.csv,,,
Double Trigger,1.269459070231718,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.1044776119403,double_trigger_img3.csv,,,
Double Trigger,1.2890419622514988,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.1044776119403,double_trigger_img3.csv,,,
Double Trigger,1.30862485427128,1,Double Trigger,flow,Double Trigger,,1.5306122448979806,9.083739618540562,double_trigger_img3.csv,,,
Double Trigger,1.3282077462910609,1,Double Trigger,flow,Double Trigger,,1.421322508445166,9.058116232464927,double_trigger_img3.csv,,,
Double Trigger,1.347790638310842,1,Double Trigger,flow,Double Trigger,,1.215102665951144,9.032492846389294,double_trigger_img3.csv,,,
Double Trigger,1.367373530330623,1,Double Trigger,flow,Double Trigger,,1.008882823457124,9.00686946031366,double_trigger_img3.csv,,,
Double Trigger,1.3869564223504038,1,Double Trigger,flow,Double Trigger,,0.8026629809631045,8.981246074238024,double_trigger_img3.csv,,,
Double Trigger,1.406539314370185,1,Double Trigger,flow,Double Trigger,,0.5964431384690826,8.955622688162391,double_trigger_img3.csv,,,
Double Trigger,1.426122206389966,1,Double Trigger,flow,Double Trigger,,0.3902232959750629,8.96468309753836,double_trigger_img3.csv,,,
Double Trigger,1.445705098409747,1,Double Trigger,flow,Double Trigger,,0.1840034534810408,8.974291867316724,double_trigger_img3.csv,,,
Double Trigger,1.465287990429528,1,Double Trigger,flow,Double Trigger,,-0.0222163890129787,8.983900637095086,double_trigger_img3.csv,,,
Double Trigger,1.4848708824493089,1,Double Trigger,flow,Double Trigger,,-0.2284362315069985,8.99350940687345,double_trigger_img3.csv,,,
