sample_id,time,anomaly,anomaly_type,data_mode,description,volume,flow,paw
Delayed cycling,8.532608695652174,1,Delayed cycling,flow,Delayed cycling,,24.502248875562216,
Delayed cycling,8.55072463768116,1,Delayed cycling,flow,Delayed cycling,,13.911544227886054,
Delayed cycling,8.55072463768116,1,Delayed cycling,flow,Delayed cycling,,4.642578710644685,
Delayed cycling,8.568840579710145,1,Delayed cycling,flow,Delayed cycling,,-1.3136431784107998,
Delayed cycling,8.586956521739129,1,Delayed cycling,flow,Delayed cycling,,-5.945727136431785,
Delayed cycling,8.78623188405797,1,Delayed cycling,flow,Delayed cycling,,-3.2710644677661094,
Delayed cycling,8.949275362318842,1,Delayed cycling,flow,Delayed cycling,,-1.2632683658170976,
Delayed cycling,9.166666666666666,1,Delayed cycling,flow,Delayed cycling,,1.4137931034482705,
Delayed cycling,9.420289855072465,1,Delayed cycling,flow,Delayed cycling,,4.095652173913038,
Delayed cycling,9.601449275362318,1,Delayed cycling,flow,Delayed cycling,,6.767916041979007,
Delayed cycling,9.76449275362319,1,Delayed cycling,flow,Delayed cycling,,7.451574212893547,
Delayed cycling,9.945652173913045,1,Delayed cycling,flow,Delayed cycling,,9.46176911544228,
Delayed cycling,10.054347826086955,1,Delayed cycling,flow,Delayed cycling,,16.758920539730127,
Delayed cycling,10.108695652173914,1,Delayed cycling,flow,Delayed cycling,,24.71094452773613,
Delayed cycling,10.144927536231885,1,Delayed cycling,flow,Delayed cycling,,36.63298350824588,
Delayed cycling,10.181159420289854,1,Delayed cycling,flow,Delayed cycling,,46.5688155922039,
Delayed cycling,10.23550724637681,1,Delayed cycling,flow,Delayed cycling,,53.85877061469265,
Delayed cycling,10.27173913043478,1,Delayed cycling,flow,Delayed cycling,,59.82218890554724,
Delayed cycling,10.362318840579707,1,Delayed cycling,flow,Delayed cycling,,63.806596701649184,
Delayed cycling,10.39855072463768,1,Delayed cycling,flow,Delayed cycling,,54.5424287856072,
Delayed cycling,10.452898550724637,1,Delayed cycling,flow,Delayed cycling,,46.6047976011994,
Delayed cycling,10.597826086956522,1,Delayed cycling,flow,Delayed cycling,,39.34122938530735,
Delayed cycling,10.92391304347826,1,Delayed cycling,flow,Delayed cycling,,36.07406296851576,
Delayed cycling,11.141304347826086,1,Delayed cycling,flow,Delayed cycling,,34.11664167916042,
Delayed cycling,11.431159420289855,1,Delayed cycling,flow,Delayed cycling,,30.844677661169428,
Delayed cycling,11.44927536231884,1,Delayed cycling,flow,Delayed cycling,,20.25397301349325,
Delayed cycling,11.44927536231884,1,Delayed cycling,flow,Delayed cycling,,9.660869565217396,
Delayed cycling,11.44927536231884,1,Delayed cycling,flow,Delayed cycling,,0.3919040479760127,
Delayed cycling,11.48550724637681,1,Delayed cycling,flow,Delayed cycling,,-7.548125937031486,
Delayed cycling,11.721014492753625,1,Delayed cycling,flow,Delayed cycling,,-4.20659670164919,
Delayed cycling,12.028985507246375,1,Delayed cycling,flow,Delayed cycling,,0.4686656671664195,
Delayed cycling,12.300724637681158,1,Delayed cycling,flow,Delayed cycling,,3.8149925037481154,
Delayed cycling,12.608695652173912,1,Delayed cycling,flow,Delayed cycling,,7.166116941529239,
Delayed cycling,12.789855072463768,1,Delayed cycling,flow,Delayed cycling,,9.176311844077958,
Delayed cycling,12.916666666666666,1,Delayed cycling,flow,Delayed cycling,,19.124137931034497,
Delayed cycling,12.98913043478261,1,Delayed cycling,flow,Delayed cycling,,30.3889055472264,
Delayed cycling,13.02536231884058,1,Delayed cycling,flow,Delayed cycling,,40.32473763118441,
Delayed cycling,13.079710144927535,1,Delayed cycling,flow,Delayed cycling,,48.93883058470765,
Delayed cycling,13.115942028985508,1,Delayed cycling,flow,Delayed cycling,,56.88845577211394,
Delayed cycling,13.18840579710145,1,Delayed cycling,flow,Delayed cycling,,62.19460269865068,
Delayed cycling,13.29710144927536,1,Delayed cycling,flow,Delayed cycling,,51.61589205397301,
Delayed cycling,13.351449275362318,1,Delayed cycling,flow,Delayed cycling,,41.02998500749626,
Delayed cycling,13.623188405797102,1,Delayed cycling,flow,Delayed cycling,,37.09355322338831,
Delayed cycling,13.931159420289855,1,Delayed cycling,flow,Delayed cycling,,35.14812593703148,
Delayed cycling,14.148550724637682,1,Delayed cycling,flow,Delayed cycling,,33.19070464767617,
Delayed cycling,14.365942028985508,1,Delayed cycling,flow,Delayed cycling,,30.57121439280361,
Delayed cycling,14.384057971014492,1,Delayed cycling,flow,Delayed cycling,,19.3184407796102,
Delayed cycling,14.384057971014492,1,Delayed cycling,flow,Delayed cycling,,11.3736131934033,
Delayed cycling,14.384057971014492,1,Delayed cycling,flow,Delayed cycling,,3.428785607196403,
Delayed cycling,14.40217391304348,1,Delayed cycling,flow,Delayed cycling,,-3.851574212893567,
Delayed cycling,14.40217391304348,1,Delayed cycling,flow,Delayed cycling,,-7.161919040479759,
Delayed cycling,14.583333333333332,1,Delayed cycling,flow,Delayed cycling,,-3.82758620689657,
Delayed cycling,14.80072463768116,1,Delayed cycling,flow,Delayed cycling,,-0.4884557721139515,
